t_s,stamp_s,t_true,latency_s,period_s,stamp_err_s,u,v,w,h,own_vx,own_vy,own_vz,drone_x,drone_y,drone_z,tgt_x,tgt_y,tgt_z,true_range_m,origin_hdg,origin_att
2.8500,2.7915,2.7900,0.0566,0.1071,0.0015,240.479,180.249,26.945,18.436,0.5838,4.8161,0.3757,8.5667,17.1368,9.2802,9.5101,20.6418,6.0000,4.8656,15.0593,-41.6661
2.9600,2.9055,2.9000,0.0542,0.1109,0.0055,238.883,179.021,25.406,17.764,-0.1647,2.9494,0.0944,8.5398,17.4453,9.2877,10.0849,20.9652,6.0000,5.0324,23.6923,-40.1025
3.0700,3.0202,3.0200,0.0467,0.0876,0.0002,239.906,179.944,24.318,15.544,-1.1240,1.2148,-0.2212,8.4159,17.5796,9.2632,10.6856,21.2381,6.0000,5.3782,31.8076,-36.7250
3.1700,3.1046,3.1100,0.0523,0.0815,-0.0054,240.068,180.354,22.097,13.252,-1.9034,0.0517,-0.4891,8.2123,17.5663,9.2086,11.2029,21.5415,6.0000,5.8980,36.9374,-32.3963
3.2400,3.2044,3.2000,0.0365,0.1015,0.0045,239.393,180.741,19.379,10.341,-2.6999,-1.0510,-0.8545,8.0176,17.4851,9.1443,11.5415,21.7897,6.0000,6.3706,39.2857,-29.0615
3.3700,3.3095,3.3100,0.0557,0.0887,-0.0005,240.030,178.750,15.862,6.981,-2.7364,-1.2995,-1.8081,7.6718,17.3274,8.9296,12.1103,22.3223,6.0000,7.2801,41.6097,-23.2867
3.4500,3.3953,3.4000,0.0433,0.0831,-0.0047,241.459,179.076,13.745,5.459,-1.4665,-0.0305,-1.5869,7.5701,17.3407,8.8077,12.4166,22.6916,6.0000,7.7319,42.1807,-20.8791
3.5600,3.4863,3.4900,0.0608,0.0948,-0.0037,240.392,179.385,13.541,4.866,-0.3265,1.1279,-1.2039,7.5594,17.4911,8.6850,12.7771,23.2439,6.0000,8.2046,42.2192,-18.7150
3.6500,3.5833,3.5900,0.0585,0.0974,-0.0067,240.337,180.340,14.036,4.644,0.7979,2.3095,-0.7654,7.6494,17.7189,8.6237,13.0159,23.7279,6.0000,8.4607,41.7758,-17.6945
3.7500,3.6839,3.6900,0.0591,0.0840,-0.0061,240.947,180.209,13.756,4.359,1.7813,3.4004,-0.3480,7.8406,18.0743,8.5948,13.2183,24.2924,6.0000,8.6088,40.8613,-17.1796
3.8300,3.7821,3.7800,0.0487,0.0804,0.0021,239.008,179.067,13.786,4.386,2.5508,4.3182,0.0007,8.0538,18.4315,8.5992,13.3306,24.7589,6.0000,8.6273,39.8312,-17.1723
3.9100,3.8714,3.8700,0.0364,0.0996,0.0014,239.516,180.594,13.852,4.580,3.2140,5.1854,0.3210,8.3134,18.8499,8.6262,13.3977,25.2340,6.0000,8.5612,38.5374,-17.4973
4.0200,3.9710,3.9700,0.0421,0.1053,0.0010,238.145,179.565,14.405,4.784,3.8280,6.1001,0.6417,8.7337,19.5207,8.6965,13.4150,25.8933,6.0000,8.3415,36.3047,-18.4815
4.1500,4.0789,4.0800,0.0612,0.0997,-0.0011,238.937,180.793,15.720,5.489,4.3535,7.0589,0.9477,9.3037,20.4492,8.8225,13.3235,26.6671,6.0000,7.9097,32.8833,-20.5053
4.2300,4.1726,4.1800,0.0427,0.1023,-0.0074,240.710,179.591,16.089,6.391,4.6917,7.8983,1.1707,9.6818,21.0909,8.9181,13.2077,27.1327,6.0000,7.5643,30.2664,-22.2709
4.3300,4.2843,4.2900,0.0365,0.1121,-0.0057,240.334,180.800,18.020,7.224,4.9023,8.8025,1.2815,10.1708,21.9670,9.0438,13.0012,27.6957,6.0000,7.0606,26.2893,-25.0838
4.4700,4.4028,4.4100,0.0512,0.0909,-0.0072,239.097,180.769,20.202,8.921,4.4251,7.8480,0.3411,10.7965,23.0767,9.1048,12.6021,28.4337,6.0000,6.4304,18.6204,-28.3675
4.5700,4.5118,4.5100,0.0518,0.1074,0.0018,239.173,180.452,20.201,9.880,3.7535,5.4884,-0.0452,11.1645,23.5918,9.0959,12.2771,28.9378,6.0000,6.2575,11.7593,-29.1350
4.6600,4.6167,4.6200,0.0392,0.0828,-0.0033,240.815,181.241,20.959,10.102,3.2510,3.0619,-0.3649,11.4576,23.8680,9.0631,12.0348,29.4201,6.0000,6.3481,5.9425,-28.3400
4.7700,4.7081,4.7100,0.0516,0.0998,-0.0019,242.023,179.000,19.531,9.210,2.9777,1.2676,-0.6217,11.7824,23.9992,8.9889,11.8113,30.0406,6.0000,6.7227,0.2888,-25.9173
4.8600,4.8049,4.8100,0.0418,0.1159,-0.0051,241.482,180.216,16.751,7.147,2.6597,1.5613,-0.7228,12.0184,24.1538,8.9270,11.6905,30.5667,6.0000,7.0404,-2.9131,-24.1083
4.9700,4.9367,4.9300,0.0397,0.1094,0.0067,240.793,178.926,14.587,5.554,2.2088,3.3990,-0.3257,12.2655,24.5110,8.8875,11.6209,31.2225,6.0000,7.3190,-5.5008,-22.7963
5.1100,5.0448,5.0400,0.0619,0.0910,0.0048,240.506,179.985,15.189,5.851,1.8217,4.8999,-0.0126,12.5187,25.2046,8.8869,11.6580,32.0607,6.0000,7.4734,-7.1685,-22.2958
5.1900,5.1392,5.1400,0.0451,0.0996,-0.0009,239.945,179.321,16.529,6.275,1.5119,6.1315,0.2195,12.6364,25.7088,8.9068,11.7422,32.5331,6.0000,7.4558,-7.4761,-22.5181
5.2900,5.2410,5.2400,0.0483,0.0970,0.0010,238.564,178.357,17.692,6.534,1.2566,7.2511,0.3976,12.7612,26.4389,8.9470,11.9104,33.1087,6.0000,7.3253,-7.2774,-23.2861
5.4100,5.3414,5.3400,0.0613,0.0963,0.0014,238.732,179.786,17.925,7.192,1.0686,8.2711,0.5070,12.8875,27.4482,9.0077,12.2013,33.7666,6.0000,7.0143,-6.2039,-24.9341
5.5000,5.4440,5.4400,0.0529,0.0843,0.0040,237.888,178.933,18.179,8.009,0.9610,9.1989,0.4574,12.9726,28.2738,9.0319,12.4798,34.2289,6.0000,6.6826,-4.7354,-26.4998
5.6000,5.5354,5.5300,0.0639,0.1147,0.0053,238.464,177.849,18.654,9.250,0.8486,8.0777,-0.1792,13.0516,29.0195,9.0113,12.8457,34.7040,6.0000,6.4175,-2.0764,-27.4823
5.7000,5.6573,5.6500,0.0462,0.0980,0.0073,239.145,179.069,20.058,9.359,0.5289,5.1578,-0.2476,13.1024,29.5248,8.9870,13.2659,35.1318,6.0000,6.3364,1.6703,-27.6170
5.8100,5.7484,5.7500,0.0597,0.1163,-0.0017,240.842,180.336,19.553,9.524,0.1467,2.9768,-0.1864,13.1132,29.8311,8.9679,13.7834,35.5406,6.0000,6.4514,6.6984,-26.8915
5.9100,5.8646,5.8700,0.0365,0.1175,-0.0054,240.389,179.574,19.652,9.037,-0.4456,0.6822,-0.0273,13.0710,29.9092,8.9647,14.2970,35.8502,6.0000,6.7345,11.6639,-25.6429
6.0500,5.9834,5.9900,0.0580,0.0983,-0.0067,239.972,178.330,18.884,7.713,-1.0108,-0.9454,0.5621,12.9549,29.8336,9.0209,15.0622,36.1958,6.0000,7.3352,18.3273,-23.8848
6.1500,6.0937,6.0900,0.0554,0.1185,0.0037,239.823,177.460,17.804,7.010,-0.1585,0.6828,0.5084,12.9514,29.9240,9.0690,15.5866,36.4867,6.0000,7.6934,21.8721,-23.0952
6.2500,6.2073,6.2100,0.0396,0.1000,-0.0028,240.602,177.656,16.854,6.429,0.8155,2.4062,0.2937,13.0288,30.1573,9.0993,16.0723,36.8383,6.0000,7.9535,24.4853,-22.5327
6.3701,6.3175,6.3100,0.0594,0.0997,0.0075,240.695,179.237,15.498,5.665,1.5678,3.6773,0.1274,13.2208,30.6049,9.1138,16.5945,37.3331,6.0000,8.1302,26.6198,-22.1255
6.4601,6.4046,6.4101,0.0424,0.1000,-0.0054,239.048,180.540,14.722,5.272,2.2562,4.8230,-0.0180,13.4295,31.0484,9.1111,16.9365,37.7507,6.0000,8.1640,27.6115,-22.0070
6.5601,6.5096,6.5101,0.0494,0.0898,-0.0004,240.904,179.196,13.850,4.874,2.8735,5.8628,-0.1404,13.7194,31.6393,9.0966,17.2613,38.2547,6.0000,8.1026,28.1520,-22.0712
6.6501,6.5971,6.6001,0.0453,0.1028,-0.0029,239.770,179.874,12.904,4.725,3.3634,6.7224,-0.2298,14.0264,32.2523,9.0752,17.5001,38.7388,6.0000,7.9595,28.1818,-22.3241
6.7701,6.7096,6.7101,0.0566,0.1067,-0.0004,240.336,178.330,13.771,5.224,3.8710,7.6919,-0.3099,14.4927,33.1800,9.0379,17.7347,39.4188,6.0000,7.6434,27.4717,-22.9992
6.8701,6.8272,6.8201,0.0443,0.1150,0.0071,239.954,180.064,15.709,6.260,4.2698,8.5888,-0.3497,14.9208,34.0426,9.0031,17.8540,40.0065,6.0000,7.2768,26.2015,-23.9334
6.9901,6.9457,6.9401,0.0486,0.1171,0.0057,239.101,179.668,17.248,7.533,4.5666,9.5019,-0.3031,15.4668,35.1779,8.9682,17.9031,40.7242,6.0000,6.7284,23.7251,-25.6996
7.1201,7.0533,7.0601,0.0575,0.1091,-0.0067,239.885,181.035,18.776,9.190,4.2049,8.7544,0.3079,16.0136,36.3127,9.0006,17.8395,41.5008,6.0000,6.2463,19.3978,-28.1919
7.2301,7.1734,7.1701,0.0538,0.0985,0.0033,241.013,181.421,20.522,9.762,3.3671,6.1363,0.2983,16.3778,36.9623,9.0320,17.6919,42.1436,6.0000,6.1257,14.2385,-29.1374
7.3301,7.2752,7.2701,0.0524,0.0906,0.0051,242.127,179.247,20.728,10.082,2.8036,3.8485,0.1829,16.6526,37.3155,9.0478,17.4853,42.7065,6.0000,6.2292,8.7866,-28.7725
7.4201,7.3708,7.3701,0.0497,0.0988,0.0007,241.017,179.950,20.269,9.269,2.4613,1.7692,0.0062,16.8727,37.4577,9.0460,17.2430,43.1888,6.0000,6.4822,3.7029,-27.5304
7.5301,7.4699,7.4701,0.0581,0.1027,-0.0002,241.571,179.570,18.710,8.520,2.3164,-0.0844,-0.3168,17.1237,37.4624,8.9973,16.8855,43.7433,6.0000,6.9464,-2.1663,-25.1008
7.6401,7.5822,7.5801,0.0549,0.1082,0.0021,241.561,180.303,16.609,6.929,1.9032,1.0679,-0.6495,17.3278,37.5972,8.9286,16.5683,44.3216,6.0000,7.3579,-6.4328,-23.0200
7.7501,7.6839,7.6901,0.0540,0.0867,-0.0062,240.672,179.772,15.636,5.588,1.3889,2.8049,-0.4036,17.4757,37.9212,8.8867,16.3300,44.9365,6.0000,7.6571,-9.2639,-21.7292
7.8501,7.7849,7.7801,0.0611,0.1176,0.0049,239.916,180.659,13.775,4.853,0.9851,4.0841,-0.2051,17.5636,38.3626,8.8712,16.1853,45.5185,6.0000,7.8181,-10.9029,-21.1362
7.9601,7.9000,7.9001,0.0523,0.0986,-0.0001,240.088,178.884,13.744,4.517,0.4933,5.6184,0.0304,17.6140,38.9931,8.8764,16.1078,46.1734,6.0000,7.8658,-11.8576,-21.0432
8.0401,7.9995,8.0001,0.0353,0.1081,-0.0005,238.442,179.602,14.293,5.138,0.1394,6.7663,0.1959,17.6240,39.5386,8.8926,16.1060,46.6532,6.0000,7.8141,-12.0559,-21.3179
8.1601,8.1161,8.1101,0.0428,0.1129,0.0060,239.498,178.792,15.297,5.632,-0.1771,7.9102,0.3417,17.6048,40.4812,8.9327,16.1895,47.3678,6.0000,7.6023,-11.6225,-22.2709
8.2801,8.2303,8.2301,0.0499,0.0977,0.0002,238.142,179.394,16.072,6.690,-0.4190,9.0344,0.4463,17.5560,41.5594,8.9854,16.3746,48.0629,6.0000,7.2364,-10.3019,-23.9230
8.3801,8.3228,8.3301,0.0442,0.1192,-0.0073,237.936,179.039,17.334,7.572,-0.5241,9.8844,0.4504,17.5038,42.5515,9.0282,16.6039,48.6170,6.0000,6.8213,-8.4453,-25.8843
8.4901,8.4433,8.4501,0.0385,0.0989,-0.0067,239.498,178.454,19.241,9.280,-0.5083,9.0283,-0.1572,17.4470,43.5697,9.0186,16.9306,49.1899,6.0000,6.3816,-5.2550,-27.7246
8.6001,8.5566,8.5501,0.0462,0.1178,0.0065,240.919,178.032,20.956,9.799,-0.5556,6.5331,-0.2188,17.3850,44.2896,8.9950,17.3299,49.7148,6.0000,6.1781,-0.5858,-28.4748
8.7301,8.6642,8.6701,0.0530,0.1016,-0.0059,240.148,179.935,21.171,10.120,-0.8043,3.7710,-0.1751,17.2792,44.7821,8.9726,17.8858,50.2609,6.0000,6.2438,6.3160,-27.9140
8.8301,8.7784,8.7801,0.0421,0.1106,-0.0017,239.988,181.150,19.739,9.125,-1.2098,1.5601,-0.0744,17.1555,44.9298,8.9661,18.3673,50.6183,6.0000,6.5107,12.0249,-26.6083
8.9501,8.8962,8.9001,0.0440,0.0969,-0.0039,238.444,180.011,18.825,7.802,-1.8135,-0.5064,0.1621,16.9468,44.8927,8.9917,18.9963,50.9673,6.0000,7.0579,18.6449,-24.6265
9.0601,9.0005,9.0001,0.0504,0.1111,0.0004,240.164,180.941,17.140,6.814,-1.2418,0.2595,0.5194,16.8212,44.9370,9.0465,19.6004,51.2329,6.0000,7.5101,23.8153,-23.5073
9.1601,9.1154,9.1201,0.0392,0.1188,-0.0047,240.865,181.135,16.164,5.991,-0.0593,1.9842,0.3203,16.8102,45.1281,9.0794,20.1212,51.5301,6.0000,7.8222,27.3423,-22.7755
9.2901,9.2467,9.2401,0.0428,0.0851,0.0066,241.933,181.593,15.582,5.687,1.0453,3.4776,0.1338,16.9340,45.5638,9.0989,20.7384,52.0057,6.0000,8.0826,30.5552,-22.1489
9.3801,9.3318,9.3301,0.0470,0.1097,0.0016,242.655,179.533,14.346,5.397,1.8101,4.4730,0.0136,17.1040,45.9755,9.0991,21.1189,52.3885,6.0000,8.1611,32.0394,-21.9245
9.5101,9.4357,9.4401,0.0637,0.1171,-0.0045,241.150,180.383,13.690,5.137,2.6614,5.5705,-0.1089,17.4586,46.7111,9.0839,21.5906,53.0087,6.0000,8.1239,33.2716,-21.9131
9.6301,9.5548,9.5601,0.0619,0.0956,-0.0053,241.689,180.009,13.674,5.056,3.4769,6.6463,-0.2115,17.8864,47.5234,9.0574,21.9357,53.6399,6.0000,7.9318,33.5164,-22.2678
9.7101,9.6658,9.6601,0.0420,0.1089,0.0056,242.416,179.048,14.903,5.697,4.0597,7.4661,-0.2708,18.2174,48.1301,9.0353,22.1138,54.0854,6.0000,7.7215,33.2084,-22.7320
9.8301,9.7716,9.7701,0.0586,0.1115,0.0014,241.046,180.489,16.218,6.248,4.5920,8.3061,-0.3022,18.7702,49.1309,8.9993,22.2990,54.7806,6.0000,7.2889,31.9994,-23.8587
9.9401,9.8897,9.8901,0.0465,0.1086,-0.0005,239.985,179.426,17.378,7.495,5.0303,9.1675,-0.2614,19.3229,50.1391,8.9720,22.3794,55.4352,6.0000,6.7814,29.9996,-25.5190
10.0501,9.9964,10.0001,0.0428,0.0841,-0.0037,238.948,180.586,19.000,8.672,4.8042,8.7958,0.2888,19.8499,51.1018,8.9961,22.3730,56.0947,6.0000,6.3272,26.8160,-27.7533
10.1601,10.0833,10.0901,0.0631,0.0973,-0.0069,239.783,179.044,20.676,9.957,3.9113,6.7315,0.3058,20.2608,51.7912,9.0279,22.2799,56.7476,6.0000,6.1294,22.1716,-29.0739
10.2501,10.1823,10.1901,0.0562,0.1084,-0.0079,239.284,179.005,20.780,10.735,3.0719,4.4446,0.2125,20.5254,52.1524,9.0446,22.1402,57.2690,6.0000,6.1493,17.5249,-29.1496
10.3401,10.2992,10.3001,0.0376,0.1033,-0.0009,240.416,179.445,20.350,10.211,2.4195,2.1309,0.0532,20.7438,52.3448,9.0492,21.9452,57.7722,6.0000,6.3211,12.4884,-28.3300
10.4801,10.4168,10.4101,0.0619,0.1080,0.0067,239.724,180.660,19.581,9.010,2.0355,0.0435,-0.1789,21.0292,52.3435,9.0161,21.5373,58.5054,6.0000,6.8618,4.7183,-25.6079
10.5601,10.5151,10.5201,0.0378,0.1142,-0.0051,239.044,179.153,18.496,7.908,1.7887,-0.2000,-0.7060,21.1710,52.3344,8.9611,21.2756,58.9077,6.0000,7.1939,0.9161,-23.8620
10.7101,10.6323,10.6401,0.0644,0.1182,-0.0079,238.436,178.622,16.904,6.400,1.4033,1.8518,-0.4510,21.3815,52.6098,8.8933,20.8914,59.7202,6.0000,7.6772,-3.9310,-21.7242
10.8302,10.7605,10.7602,0.0620,0.0838,0.0003,239.563,177.486,14.753,5.201,1.0632,3.3084,-0.1955,21.5177,52.9494,8.8726,20.6543,59.6050,6.0000,7.2846,-7.3974,-22.7872
10.9102,10.8487,10.8502,0.0578,0.0935,-0.0014,240.318,178.925,17.053,6.736,1.3374,1.5154,-0.0518,21.6332,53.0343,8.8711,20.4518,59.1700,6.0000,6.8599,-10.9045,-24.2770
11.0002,10.9495,10.9502,0.0402,0.1138,-0.0006,239.999,177.987,18.175,8.137,1.8187,-0.2331,0.0748,21.8027,52.9997,8.8788,20.1753,58.7064,6.0000,6.5783,-15.9132,-25.4660
11.1202,11.0770,11.0702,0.0440,0.0985,0.0068,241.586,178.014,19.084,8.694,2.6331,-1.9707,0.1975,22.1151,52.7729,8.9019,19.7322,58.1397,6.0000,6.5323,-23.9305,-25.8820
11.2202,11.1775,11.1702,0.0405,0.0852,0.0074,241.779,178.800,18.025,8.092,3.4574,-3.1199,0.2831,22.4654,52.4568,8.9305,19.3038,57.7201,6.0000,6.7862,-30.9788,-25.1086
11.3302,11.2586,11.2602,0.0613,0.0956,-0.0016,242.335,178.208,15.050,6.782,4.2580,-3.9471,0.3541,22.9537,52.0060,8.9714,18.7784,57.3214,6.0000,7.3675,-38.1640,-23.3485
11.4302,11.3523,11.3602,0.0638,0.0989,-0.0078,241.542,178.559,13.930,5.714,5.1597,-4.6757,0.4701,23.4320,51.5689,9.0234,18.2589,57.0219,6.0000,8.0868,-43.5014,-21.5594
11.5102,11.4534,11.4602,0.0459,0.0894,-0.0068,239.806,179.608,13.765,5.203,3.5328,-3.3948,0.4898,23.6930,51.3134,9.0610,17.8199,56.8284,6.0000,8.6044,-46.8073,-20.4696
11.6202,11.5552,11.5502,0.0643,0.1033,0.0050,238.318,178.123,13.842,5.013,1.9429,-2.2247,0.3753,23.8704,51.0942,9.0997,17.1900,56.6328,6.0000,9.2014,-50.3420,-19.3414
11.7102,11.6592,11.6602,0.0415,0.0939,-0.0010,240.282,179.635,13.447,4.550,0.1542,-0.9784,0.2458,23.8708,51.0152,9.1209,16.6591,56.5356,6.0000,9.5904,-52.5666,-18.6601
11.8102,11.7528,11.7602,0.0482,0.1026,-0.0073,240.316,179.430,13.448,4.112,-1.3283,0.0105,0.1423,23.7314,51.0204,9.1347,16.0608,56.4954,6.0000,9.9192,-54.4791,-18.1027
11.9202,11.8641,11.8702,0.0454,0.1102,-0.0061,240.852,180.006,12.764,3.711,-2.8079,0.9697,0.0445,23.4232,51.1266,9.1396,15.4024,56.5342,6.0000,10.1579,-56.0084,-17.6933
12.0402,11.9942,11.9902,0.0474,0.1027,0.0040,239.324,178.318,12.298,3.673,-4.2511,1.8939,-0.0442,22.9207,51.3489,9.1348,14.6939,56.6609,6.0000,10.2701,-57.1451,-17.4662
12.1702,12.1052,12.1002,0.0634,0.1185,0.0050,240.077,178.646,12.430,3.772,-5.4433,2.6250,-0.1115,22.2002,51.6969,9.1197,13.9173,56.7254,6.0000,10.1675,-58.7353,-17.5586
12.2902,12.2282,12.2202,0.0620,0.0841,0.0080,238.499,179.263,13.267,3.817,-6.6403,3.2651,-0.1723,21.3867,52.0961,9.0983,13.1996,56.6772,6.0000,9.8676,-60.7677,-17.9783
12.3502,12.3167,12.3102,0.0356,0.1026,0.0065,238.541,177.858,13.524,4.000,-7.4774,3.6371,-0.2098,20.9300,52.3174,9.0853,12.8451,56.6145,6.0000,9.6491,-62.0071,-18.3196
12.4902,12.4157,12.4202,0.0615,0.0926,-0.0045,240.535,179.087,14.406,4.381,-8.4399,3.9631,-0.2461,19.7431,52.8724,9.0508,12.0424,56.3705,6.0000,8.9779,-65.5699,-19.5122
12.5602,12.5123,12.5202,0.0395,0.0924,-0.0079,239.018,178.827,14.618,5.073,-9.2638,4.1311,-0.2688,19.0891,53.1621,9.0319,11.6592,56.1989,6.0000,8.5660,-67.7703,-20.3580
12.6902,12.6163,12.6202,0.0640,0.0850,-0.0039,240.410,178.911,15.832,5.553,-10.0435,4.1673,-0.2774,17.7740,53.7019,8.9962,10.9913,55.7975,6.0000,7.6900,-72.8350,-22.5166
12.7602,12.7046,12.7102,0.0457,0.1016,-0.0056,241.262,178.523,17.569,6.643,-10.7078,4.0752,-0.2584,17.0146,53.9843,8.9794,10.6599,55.5397,6.0000,7.1723,-76.2519,-24.0992
12.8702,12.8218,12.8202,0.0453,0.0967,0.0016,240.296,180.235,18.637,8.200,-10.2077,3.7594,0.0840,15.8953,54.3988,8.9845,10.1860,55.0810,6.0000,6.4600,-83.1937,-27.0175
12.9702,12.9166,12.9202,0.0450,0.1168,-0.0036,240.048,179.886,20.989,9.472,-7.7194,3.5338,0.1310,15.1357,54.7528,8.9975,9.8109,54.6132,6.0000,6.0926,-91.5099,-28.9397
13.0902,13.0380,13.0402,0.0406,0.1152,-0.0022,240.677,181.162,22.241,10.276,-4.8636,3.6075,0.1210,14.5366,55.1863,9.0120,9.4388,53.9975,6.0000,6.0194,-103.1305,-29.4860
13.2102,13.1564,13.1602,0.0452,0.1153,-0.0038,238.918,182.021,21.504,10.111,-2.4537,4.0457,0.0770,14.2289,55.6702,9.0213,9.1588,53.3348,6.0000,6.3283,-114.7324,-28.0075
13.3302,13.2807,13.2802,0.0441,0.1026,0.0005,238.009,181.462,19.950,8.409,-0.5009,4.7525,-0.0243,14.1558,56.2353,9.0152,8.9769,52.6389,6.0000,6.9720,-124.7770,-25.1655
